Name;MP;Area;County;Electorate;CON;LAB;LIB;UKIP;Green;NAT;MIN;OTH;CON chance;LAB chance;LIB chance;Reform chance;Green chance;NAT chance;MIN chance;OTH chance
Birmingham Yardley;Unknown (Reform gain from LAB);7;Birmingham;73203;3120;5881;3886;9496;5559;0;6749;989;0.019;0.149;0.028;0.568;0.130;0.000;0.105;0.000
Bishop Auckland;Unknown (Reform gain from LAB);3;Durham;70745;8168;8994;2005;14738;6128;0;955;504;0.093;0.136;0.000;0.749;0.022;0.000;0.000;0.000
Blackburn;Unknown (Reform gain from MIN);4;Lancashire;73259;3813;4904;1899;10716;5564;0;2016;7744;0.015;0.053;0.002;0.652;0.081;0.000;0.000;0.197
Blackley and Middleton South;Unknown (Reform gain from LAB);4;Central Manchester;72097;2888;7549;1757;12142;7210;0;1142;571;0.002;0.167;0.000;0.704;0.126;0.000;0.000;0.000
Blackpool North and Fleetwood;Unknown (Reform gain from LAB);4;Lancashire;73339;8995;8982;2874;15295;5074;0;670;596;0.118;0.122;0.001;0.748;0.010;0.000;0.000;0.000
Blackpool South;Unknown (Reform gain from LAB);4;Lancashire;77459;4782;8149;2178;19512;5737;0;924;658;0.003;0.046;0.000;0.940;0.010;0.000;0.000;0.000
Blaydon and Consett;Unknown (Reform gain from LAB);3;Durham;70487;4675;12669;2082;16910;6896;0;947;583;0.004;0.266;0.000;0.685;0.044;0.000;0.000;0.000
Blyth and Ashington;Unknown (Reform gain from LAB);3;Northumberland;76263;6232;9151;1988;17394;8896;0;865;502;0.013;0.097;0.000;0.825;0.064;0.000;0.000;0.000
Bognor Regis and Littlehampton;Unknown (Reform gain from CON);12;West Sussex;77565;10679;8336;5126;19084;5339;0;580;1017;0.178;0.033;0.005;0.777;0.007;0.000;0.000;0.000
Bolsover;Unknown (Reform gain from LAB);8;Derbyshire;77207;6232;10786;1851;17949;5576;0;1147;465;0.029;0.129;0.000;0.829;0.012;0.000;0.000;0.000
Bolton North East;Unknown (Reform gain from LAB);4;Western Manchester;80011;6960;8684;3803;14392;7010;0;1945;1319;0.057;0.172;0.004;0.700;0.066;0.000;0.000;0.001
Bolton South and Walkden;Unknown (Reform gain from LAB);4;Western Manchester;79622;4010;6859;1855;15219;7045;0;2059;1517;0.005;0.063;0.000;0.855;0.076;0.000;0.000;0.000
Bolton West;Unknown (Reform gain from LAB);4;Western Manchester;74933;10586;9710;3730;12867;6848;0;711;730;0.285;0.180;0.004;0.489;0.041;0.000;0.000;0.000
Bootle;Peter Dowd;4;Merseyside;73037;1746;17577;1260;13596;5134;0;1156;735;0.000;0.585;0.000;0.318;0.097;0.000;0.000;0.000
Boston and Skegness;Richard Tice;8;Lincolnshire;75811;14675;2355;1068;26074;2247;0;496;676;0.055;0.001;0.000;0.943;0.000;0.000;0.000;0.000
Bournemouth East;Unknown (Reform gain from LAB);10;Dorset;72354;10513;9723;4664;10969;8139;0;515;1385;0.320;0.225;0.015;0.321;0.118;0.000;0.000;0.000
Bournemouth West;Unknown (Reform gain from LAB);10;Dorset;70259;9525;7873;5429;11322;7591;0;421;805;0.314;0.120;0.036;0.424;0.106;0.000;0.000;0.000
Bracknell;Unknown (Reform gain from LAB);12;Berkshire;71656;9108;8807;4657;14078;6369;0;676;1081;0.180;0.134;0.008;0.639;0.038;0.000;0.000;0.000
Bradford East;Unknown (Reform gain from LAB);5;West Yorkshire;75167;3881;6688;2638;10566;6775;0;6304;24;0.021;0.166;0.002;0.592;0.175;0.000;0.043;0.000
Bradford South;Unknown (Reform gain from LAB);5;West Yorkshire;71002;4445;5467;1813;14411;6769;0;1193;2344;0.011;0.029;0.000;0.873;0.086;0.000;0.000;0.000
Bradford West;Unknown (MIN gain from LAB);5;West Yorkshire;77897;3050;5305;1893;7516;7723;0;8453;22;0.013;0.079;0.003;0.271;0.340;0.000;0.293;0.000
Braintree;James Cleverly;9;Essex;77781;18705;5333;1989;18679;4046;0;396;529;0.374;0.036;0.001;0.583;0.005;0.000;0.000;0.000
Brent East;Unknown (Green gain from LAB);11;Brent;77257;4377;8733;2855;7150;11364;0;1154;2240;0.020;0.253;0.004;0.109;0.612;0.000;0.000;0.001
Brent West;Barry Gardiner;11;Brent;79937;7248;8157;2862;7034;7353;0;2144;1084;0.201;0.345;0.008;0.200;0.244;0.000;0.000;0.000
Brentford and Isleworth;Ruth Cadbury;11;Hounslow;79283;6735;11478;4009;8464;9524;0;1798;1603;0.071;0.506;0.012;0.140;0.270;0.000;0.000;0.001
Brentwood and Ongar;Alex Burghart;9;Essex;75352;19762;4331;2823;17027;2877;0;367;533;0.487;0.024;0.006;0.477;0.005;0.000;0.000;0.000
Bridgwater;Unknown (Reform gain from CON);10;Somerset;71571;8440;6329;7296;16184;5139;0;628;903;0.109;0.020;0.054;0.805;0.012;0.000;0.000;0.000
Bridlington and the Wolds;Unknown (Reform gain from CON);5;Humber area;72931;17379;3688;1918;20126;2617;0;682;975;0.282;0.005;0.000;0.709;0.002;0.000;0.000;0.000
Brigg and Immingham;Unknown (Reform gain from CON);5;Humber area;74297;16095;4525;2164;17078;2747;0;669;308;0.367;0.026;0.001;0.603;0.002;0.000;0.000;0.000
Brighton Kemptown and Peacehaven;Unknown (Green gain from LAB);12;East Sussex;68784;5744;11017;3200;6596;13204;0;1055;1480;0.026;0.304;0.003;0.048;0.618;0.000;0.000;0.000
Brighton Pavilion;Siân Berry;12;East Sussex;74786;4414;7487;3219;4192;34387;0;1253;1111;0.000;0.002;0.000;0.000;0.998;0.000;0.000;0.000
Bristol Central;Carla Denyer;10;Bristol area;62735;3221;5167;3154;2091;33060;0;1242;1138;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000
Bristol East;Unknown (Green gain from LAB);10;Bristol area;75917;6403;8526;4682;6789;20774;0;1380;2223;0.012;0.028;0.005;0.010;0.944;0.000;0.000;0.000
Bristol North East;Unknown (Green gain from LAB);10;Bristol area;70076;4526;7201;2190;12700;16148;0;957;1411;0.017;0.077;0.001;0.232;0.673;0.000;0.000;0.000
Bristol North West;Unknown (Green gain from LAB);10;Bristol area;74869;6408;12470;5881;9978;15641;0;952;917;0.021;0.256;0.010;0.092;0.620;0.000;0.000;0.000
Bristol South;Unknown (Green gain from LAB);10;Bristol area;75533;3809;6650;2610;13432;19921;0;995;971;0.006;0.032;0.003;0.156;0.803;0.000;0.000;0.000
Broadland and Fakenham;Unknown (Reform gain from CON);9;Norfolk;76859;11832;9330;6642;16375;6259;0;645;907;0.319;0.067;0.017;0.581;0.016;0.000;0.000;0.000
Bromley and Biggin Hill;Peter Fortune;11;Bromley;70713;15729;7304;5079;13790;5708;0;633;786;0.484;0.092;0.020;0.370;0.034;0.000;0.000;0.000
Bromsgrove;Unknown (Reform gain from CON);7;Hereford and Worcestershire;76468;16219;6802;5442;17500;4713;0;572;1548;0.350;0.048;0.018;0.570;0.012;0.000;0.000;0.000
Broxbourne;Lewis Christopher Cocking;9;Hertfordshire;75187;16751;4629;2514;15573;3645;0;469;441;0.437;0.029;0.004;0.522;0.007;0.000;0.000;0.000
Broxtowe;Unknown (Reform gain from LAB);8;Nottinghamshire;71923;10269;11145;4644;13867;7952;0;1062;956;0.196;0.250;0.007;0.483;0.063;0.000;0.000;0.000
Buckingham and Bletchley;Unknown (Reform gain from LAB);12;Buckinghamshire;74832;9607;9576;5186;13192;7050;0;768;960;0.212;0.187;0.021;0.526;0.054;0.000;0.000;0.000
Buckinghamshire Mid;Greg Smith;12;Buckinghamshire;75415;14949;6827;12366;10880;6245;0;477;649;0.495;0.019;0.325;0.144;0.016;0.000;0.000;0.000
Burnley;Unknown (Reform gain from LAB);4;Lancashire;74951;6334;7105;6403;12877;5599;0;1184;933;0.067;0.125;0.044;0.718;0.045;0.000;0.000;0.001
Burton and Uttoxeter;Unknown (Reform gain from LAB);7;Staffordshire;77994;8669;8666;3139;17992;5782;0;1446;823;0.088;0.062;0.001;0.838;0.010;0.000;0.000;0.000
Bury North;Unknown (Reform gain from LAB);4;Western Manchester;77703;9554;10452;3396;12038;6341;0;1007;1415;0.218;0.282;0.002;0.461;0.036;0.000;0.000;0.000
Bury South;Unknown (Reform gain from LAB);4;Western Manchester;75339;4804;14166;1861;14813;4755;0;1344;1148;0.043;0.361;0.000;0.531;0.064;0.000;0.000;0.000
Bury St Edmunds and Stowmarket;Unknown (CON gain from LAB);9;Suffolk;77599;15973;7816;4816;14011;8851;0;630;1314;0.439;0.069;0.010;0.363;0.118;0.000;0.000;0.000
Calder Valley;Josh Fenton-Glynn;5;West Yorkshire;77364;5662;18176;2856;15560;4731;0;1609;802;0.096;0.505;0.005;0.334;0.060;0.000;0.000;0.000
Camborne and Redruth;Unknown (Reform gain from LAB);10;Cornwall;74402;9594;11049;3855;14413;9299;0;721;845;0.122;0.239;0.008;0.537;0.093;0.000;0.000;0.000
Cambridge;Unknown (Green gain from LAB);9;Cambridgeshire;70315;4447;10998;6842;3398;17687;0;907;1914;0.004;0.139;0.018;0.002;0.836;0.000;0.000;0.000
Cambridgeshire North East;Unknown (Reform gain from CON);9;Cambridgeshire;71511;16697;2823;1868;17771;2515;0;349;566;0.387;0.001;0.001;0.610;0.000;0.000;0.000;0.000
Cambridgeshire North West;Unknown (Reform gain from LAB);9;Cambridgeshire;75915;16230;5563;2834;17604;5173;0;554;723;0.335;0.028;0.003;0.618;0.016;0.000;0.000;0.000
Cambridgeshire South;Pippa Heylings;9;Cambridgeshire;77327;13900;3460;25824;5183;4719;0;426;1301;0.067;0.008;0.898;0.011;0.015;0.000;0.000;0.000
Cannock Chase;Unknown (Reform gain from LAB);7;Staffordshire;76974;9439;8188;2886;18374;6218;0;468;577;0.108;0.036;0.000;0.845;0.011;0.000;0.000;0.000
Canterbury;Rosie Duffield;12;Kent;71171;7739;12279;4314;10924;10144;0;987;859;0.074;0.436;0.006;0.277;0.206;0.000;0.000;0.000
Carlisle;Unknown (Reform gain from LAB);4;Cumbria;77863;10064;10142;3981;15239;5917;0;739;811;0.162;0.165;0.001;0.657;0.014;0.000;0.000;0.000
Carshalton and Wallington;Bobby Dean;11;Sutton;74362;9215;5272;15704;9191;6377;0;750;1235;0.076;0.010;0.800;0.082;0.032;0.000;0.000;0.000
Castle Point;Unknown (Reform gain from CON);9;Essex;70967;17914;3185;689;21249;2745;0;151;232;0.305;0.000;0.000;0.695;0.000;0.000;0.000;0.000
Chatham and Aylesford;Unknown (Reform gain from LAB);12;Kent;75109;9664;7715;4141;15831;6921;0;512;876;0.200;0.048;0.006;0.727;0.018;0.000;0.000;0.000
Cheadle;Tom Morrison;4;Eastern Manchester;74383;8908;7519;17358;7584;6011;0;1225;1215;0.051;0.033;0.860;0.042;0.014;0.000;0.000;0.000
Chelmsford;Marie Goldman;9;Essex;76972;12213;5883;15163;9999;6044;0;383;1375;0.194;0.012;0.669;0.112;0.013;0.000;0.000;0.000
Chelsea and Fulham;Unknown (CON gain from LAB);11;Hammersmith and Fulham;78468;12770;11279;5636;6424;8610;0;658;621;0.486;0.330;0.011;0.040;0.131;0.000;0.000;0.000
Cheltenham;Max Wilkinson;10;Gloucestershire;76143;14611;1120;24088;2748;2376;0;401;1093;0.148;0.004;0.813;0.007;0.027;0.000;0.000;0.000
Chesham and Amersham;Sarah Green;12;Buckinghamshire;74889;17795;1111;24526;5018;1899;0;665;588;0.248;0.004;0.703;0.038;0.006;0.000;0.000;0.000
Cheshire Mid;Unknown (Reform gain from LAB);4;Cheshire;70384;5500;13497;2372;15253;4379;0;1165;842;0.054;0.347;0.001;0.568;0.028;0.000;0.000;0.000
Chester North and Neston;Samantha Dixon;4;Cheshire;70215;7419;13461;3100;10707;8157;0;1357;504;0.061;0.620;0.001;0.230;0.087;0.000;0.000;0.000
Chester South and Eddisbury;Aphra Brandreth;4;Cheshire;74284;14649;10699;7143;10875;5460;0;810;766;0.625;0.172;0.018;0.170;0.014;0.000;0.000;0.000
Chesterfield;Toby Perkins;8;Derbyshire;71654;1950;17772;715;15661;1760;0;1254;752;0.008;0.571;0.000;0.408;0.013;0.000;0.000;0.000
Chichester;Jessica Brown-Fuller;12;West Sussex;78374;11439;4683;18183;13595;6074;0;586;1033;0.087;0.002;0.738;0.168;0.005;0.000;0.000;0.000
Chingford and Woodford Green;Iain Duncan Smith;11;Waltham Forest;75178;11609;7588;3620;8893;5498;0;4757;28;0.608;0.122;0.011;0.199;0.056;0.000;0.002;0.000
Chippenham;Sarah Gibson;10;Wiltshire;73876;11765;4824;16464;9516;6553;0;357;1166;0.154;0.005;0.758;0.070;0.012;0.000;0.000;0.000
Chipping Barnet;Dan Tomlinson;11;Barnet;78038;11598;13229;3296;8312;8209;0;614;601;0.305;0.520;0.004;0.082;0.088;0.000;0.000;0.000
Chorley;Lindsay Hoyle;4;Lancashire;74575;2239;13357;1785;10217;9047;0;1327;2052;0.000;0.680;0.000;0.198;0.121;0.000;0.000;0.000
Christchurch;Christopher Chope;10;Dorset;71064;21394;3501;3215;16523;2990;0;299;915;0.679;0.006;0.012;0.301;0.002;0.000;0.000;0.000
Cities of London and Westminster;Unknown (Green gain from LAB);11;City of Westminster;73369;9007;8132;7740;6361;9053;0;952;1502;0.266;0.201;0.145;0.079;0.307;0.000;0.000;0.000
Clacton;Nigel Farage;9;Essex;78703;17061;2574;1405;27242;3111;0;267;578;0.097;0.000;0.000;0.903;0.000;0.000;0.000;0.000
Clapham and Brixton Hill;Unknown (Green gain from LAB);11;Lambeth;74435;4070;12009;4745;4164;17702;0;1033;944;0.001;0.177;0.000;0.001;0.820;0.000;0.000;0.000
Colchester;Pam Cox;9;Essex;78662;7030;13075;5643;12441;7479;0;914;877;0.094;0.393;0.034;0.364;0.114;0.000;0.000;0.000
Colne Valley;Paul Davies;5;West Yorkshire;72638;10098;11244;3729;10710;7496;0;808;755;0.238;0.377;0.002;0.310;0.071;0.000;0.000;0.000
Congleton;Unknown (Reform gain from LAB);4;Cheshire;74243;11276;10643;5397;14177;5917;0;1164;1644;0.265;0.202;0.007;0.505;0.020;0.000;0.000;0.000
Corby and East Northamptonshire;Unknown (Reform gain from LAB);8;Northamptonshire;78787;11868;10405;3283;13080;8375;0;783;608;0.333;0.180;0.000;0.427;0.060;0.000;0.000;0.000
Cornwall North;Ben Maguire;10;Cornwall;76832;11831;4461;16115;12886;5971;0;315;1018;0.157;0.002;0.619;0.214;0.007;0.000;0.000;0.000
Cornwall South East;Unknown (Reform gain from LAB);10;Cornwall;72728;11837;9740;6161;13496;7757;0;370;653;0.357;0.133;0.023;0.435;0.051;0.000;0.000;0.000
Cotswolds North;Geoffrey Clifton-Brown;10;Gloucestershire;72513;13298;6129;12217;12270;6518;0;626;1178;0.386;0.015;0.294;0.283;0.022;0.000;0.000;0.000
Cotswolds South;Roz Savage;10;Gloucestershire;71971;12673;4786;17595;10541;5107;0;502;1386;0.166;0.002;0.755;0.072;0.004;0.000;0.000;0.000
Coventry East;Unknown (Reform gain from LAB);7;Coventry and Solihull;75801;4955;8499;2094;14087;8378;0;763;1296;0.010;0.141;0.000;0.727;0.122;0.000;0.000;0.000
Coventry North West;Unknown (Reform gain from LAB);7;Coventry and Solihull;75057;6503;10245;4119;12723;8269;0;1067;924;0.049;0.315;0.006;0.518;0.111;0.000;0.000;0.000
Coventry South;Zarah Sultana;7;Coventry and Solihull;76262;7043;11017;4182;9929;8903;0;1101;1287;0.078;0.439;0.007;0.284;0.192;0.000;0.000;0.000
Cramlington and Killingworth;Unknown (Reform gain from LAB);3;Newcastle area;76228;5909;13321;2796;17874;6802;0;1144;953;0.022;0.243;0.000;0.687;0.047;0.000;0.000;0.000
Crawley;Unknown (Reform gain from LAB);12;West Sussex;75569;8668;9033;3526;12726;7744;0;1374;840;0.160;0.182;0.005;0.547;0.105;0.000;0.000;0.000
Crewe and Nantwich;Unknown (Reform gain from LAB);4;Cheshire;78423;5651;15241;2411;18198;4216;0;1424;908;0.040;0.307;0.001;0.637;0.015;0.000;0.000;0.000
Croydon East;Unknown (CON gain from LAB);11;Croydon;76660;9931;8785;6386;8849;9323;0;682;648;0.297;0.183;0.053;0.208;0.258;0.000;0.000;0.000
Croydon South;Chris Philp;11;Croydon;74968;14771;9718;8006;7622;7020;0;621;669;0.687;0.144;0.066;0.051;0.052;0.000;0.000;0.000
Croydon West;Unknown (Green gain from LAB);11;Croydon;77942;5686;8749;3374;7441;11723;0;1050;1385;0.036;0.222;0.005;0.109;0.627;0.000;0.000;0.000
Dagenham and Rainham;Unknown (Reform gain from LAB);11;Barking and Dagenham;76478;6526;7058;2045;17741;8695;0;650;970;0.012;0.027;0.001;0.873;0.086;0.000;0.000;0.000
Darlington;Unknown (Reform gain from LAB);3;Durham;70763;8768;8600;2727;13549;5774;0;1078;615;0.160;0.145;0.000;0.669;0.025;0.000;0.000;0.000
Dartford;Unknown (Reform gain from LAB);12;Kent;75426;11430;6832;4286;15825;6484;0;801;731;0.257;0.038;0.009;0.666;0.030;0.000;0.000;0.000
Daventry;Unknown (Reform gain from CON);8;Northamptonshire;80879;16979;6785;4719;17379;5243;0;1040;728;0.399;0.044;0.005;0.541;0.009;0.000;0.000;0.000
Derby North;Catherine Atkinson;8;Derbyshire;71900;4285;15272;2059;14169;4305;0;1509;618;0.060;0.424;0.001;0.454;0.061;0.000;0.000;0.000
Derby South;Unknown (Reform gain from LAB);8;Derbyshire;72952;5201;6388;2082;14970;6825;0;2123;1215;0.021;0.052;0.000;0.862;0.064;0.000;0.000;0.000
Derbyshire Dales;Unknown (Reform gain from LAB);8;Derbyshire;73317;12123;10593;6253;13998;5580;0;1094;1038;0.360;0.181;0.008;0.435;0.015;0.000;0.000;0.000
Derbyshire Mid;Unknown (Reform gain from LAB);8;Derbyshire;69281;11213;9295;5244;13839;6441;0;1184;823;0.335;0.135;0.007;0.502;0.021;0.000;0.000;0.000
Derbyshire North East;Unknown (Reform gain from LAB);8;Derbyshire;73139;9846;9764;3228;15722;5357;0;1006;631;0.177;0.127;0.000;0.691;0.004;0.000;0.000;0.000
Derbyshire South;Unknown (Reform gain from LAB);8;Derbyshire;73714;10125;9892;3597;14047;6275;0;781;921;0.216;0.181;0.001;0.577;0.024;0.000;0.000;0.000
Devon Central;Unknown (Reform gain from CON);10;Devon;75385;12228;10543;8582;14161;6767;0;687;1165;0.322;0.147;0.074;0.429;0.027;0.000;0.000;0.000
Devon North;Ian Roome;10;Devon;79079;12645;4220;15824;12475;6704;0;359;1224;0.210;0.003;0.570;0.202;0.015;0.000;0.000;0.000
Devon South;Caroline Voaden;10;Devon;70755;10834;3764;17495;11729;5230;0;543;921;0.103;0.000;0.765;0.126;0.005;0.000;0.000;0.000
Devon South West;Unknown (Reform gain from CON);10;Devon;77600;15263;8681;5112;17639;5949;0;602;1094;0.377;0.065;0.013;0.527;0.017;0.000;0.000;0.000
Dewsbury and Batley;Unknown (Reform gain from MIN);5;West Yorkshire;71685;5746;4468;2303;12531;6376;0;1449;6166;0.061;0.025;0.003;0.768;0.096;0.000;0.000;0.046
Didcot and Wantage;Olly Glover;12;Oxfordshire;80689;13555;6455;17155;9619;7502;0;438;1165;0.215;0.014;0.639;0.095;0.036;0.000;0.000;0.000
Doncaster Central;Unknown (Reform gain from LAB);5;South Yorkshire;74678;3825;12046;1239;15190;3857;0;1245;897;0.027;0.248;0.000;0.695;0.029;0.000;0.000;0.000
Doncaster East and the Isle of Axholme;Unknown (Reform gain from LAB);5;South Yorkshire;70154;8511;7598;2558;15673;4685;0;888;555;0.123;0.054;0.000;0.817;0.005;0.000;0.000;0.000
Doncaster North;Ed Miliband;5;South Yorkshire;69759;5246;8827;1517;8729;5823;0;1185;1736;0.091;0.388;0.003;0.387;0.130;0.000;0.000;0.000
Dorking and Horley;Chris Coghlan;12;Surrey;71850;11299;4578;15726;11729;5697;0;538;1147;0.151;0.005;0.669;0.168;0.007;0.000;0.000;0.000
Dorset Mid and North Poole;Vikki Slade;10;Dorset;75294;16916;1333;21108;4415;1691;0;346;1092;0.382;0.014;0.544;0.052;0.007;0.000;0.000;0.000
Dorset North;Unknown (LIB gain from CON);10;Dorset;72690;13032;4634;13304;12555;4867;0;405;579;0.318;0.002;0.388;0.283;0.008;0.000;0.000;0.000
Dorset South;Unknown (Reform gain from LAB);10;Dorset;75924;13143;9040;7628;14258;6031;0;431;957;0.376;0.099;0.053;0.450;0.021;0.000;0.000;0.000
Dorset West;Edward Morello;10;Dorset;75998;16794;1161;24675;3878;1874;0;394;1045;0.189;0.002;0.786;0.018;0.005;0.000;0.000;0.000
